ID,GUID,Model ID,Modified,USN,Tags,Fields,Sort Field
1634934311678,n*}jOHmk{U,1625307584571,1634934311,1252,,"Effect of ADPKD on blood pressure?<br><br>Treatment?&nbsp; | Think of the high pressure pipes - chronic ischemia leads to activation of renin&nbsp;<br><br>ACE inhibitors (ace of spades) and ARB (think of barbed wire)&nbsp;<br><br><img src=""paste-39be190a6d3d3c916f947751f55cbe611cdecf87.jpg"">",Effect of ADPKD on blood pressure?Treatment? 
1634934340976,v)E1Ys<~GH,1625307584571,1634934340,1252,,"Effect of ADPKD on brain? | My guy eating some berries - berry aneurysm<br><br><img src=""paste-39be190a6d3d3c916f947751f55cbe611cdecf87.jpg"">",Effect of ADPKD on brain?
1634934367508,"y#<,/Q&iK}",1625307584571,1634934367,1252,,"Effect of ADPKD on gut and heart? | Heart - mitral valve prolapse - coach weating a mitre&nbsp;<br><br>Gut - outpouching on the kit - diverticulosis&nbsp;<br><br><img src=""paste-39be190a6d3d3c916f947751f55cbe611cdecf87.jpg"">",Effect of ADPKD on gut and heart?
1634934387496,C<V~?Pw0.,1625307584571,1634934387,1252,,"Effect of ADPKD on liver? | Many cysts - think of hte liver switch with lots of cysts&nbsp;<br><br><img src=""paste-39be190a6d3d3c916f947751f55cbe611cdecf87.jpg"">",Effect of ADPKD on liver?
1634993201616,BJ`1bN@n<%,1625307584571,1634993201,1260,,"Where the spinal cord ends is known as the what? | Conus medullaris&nbsp;<br><br><img src=""paste-75a249be2e362d87c9bf23c23c763edf76a2707f.jpg"">",Where the spinal cord ends is known as the what?
1634993268733,v0@n^nA4CI,1625307584571,1634993268,1260,,"In the thoracic spinal cord, what special feature is there in the gray matter? | Lateral horn - cell bodies for the sympathetic nerves&nbsp;<br><br><img src=""paste-908cd2c1f1eff290ddfefdb4e23a0d2e22427ebf.jpg"">","In the thoracic spinal cord, what special feature is there in the gray matter?"
1634993333017,dyr)Qq[H/q,1625307584571,1634993333,1260,,"What sort of information is collected in the dosral horn? | Sensory information&nbsp;<br><br><img src=""paste-6180214d4447178db7e5f4dfab2c8e3c424beb31.jpg"">",What sort of information is collected in the dosral horn?
1634993431895,rN9Of:i2Rt,1625307584571,1634993431,1260,,What are the ascending pathways to the brain? | Dorsal columns - for sensation and proprioception&nbsp;<br>Spinothalamic tracts - pain and temperature&nbsp;,What are the ascending pathways to the brain?
1634993486189,JQJsU~go[k,1625307584571,1634993486,1260,,"What information does the spinothalamic tract carry? | Pain, temperature and crude touch&nbsp;",What information does the spinothalamic tract carry?
1634993539101,wS2(98_f[:,1625307584571,1634993539,1260,,"Go through the order of the spinothalamic tract? | 1st order - spinal root to cord&nbsp;<br>2nd order - dorsal horn to the thalamus (decussation)&nbsp;<br>3rd order - Thalamus to the cortex&nbsp;<br><br><img src=""paste-38695024ef894b8609338b62e95b40408e005618.jpg"">",Go through the order of the spinothalamic tract?
1634993580762,ln3c~ZiXYB,1625307584571,1634993580,1260,,When dos the spinothalamic tract decussate? | At the point where the sensory nerve enters the spinal cord&nbsp;,When dos the spinothalamic tract decussate?
1634993642155,EN-^]y9YQ+,1625307584571,1634993642,1260,,"What are the two main types of mechanoreceptors in the periphery? | You have the Meissner's corpuscle - which sense touch&nbsp;<br><br>Pacinian corpuscle - which sense vibration&nbsp;<br><br><img src=""paste-8f0ea8bf767b2d6f0b76a709298ec77359cc879b.jpg"">",What are the two main types of mechanoreceptors in the periphery?
1634993732803,"Nl,I]m9#D|",1625307584571,1634993732,1260,,"Go through the different orders of neurones in the posterior column? | 1st order neuron to the spinal cord&nbsp;<br>2nd order neurone - gracilis and cuneatus to the medulla<br>3rd order - Thalamus to the cortex&nbsp;<br><br><img src=""paste-8f0ea8bf767b2d6f0b76a709298ec77359cc879b.jpg"">",Go through the different orders of neurones in the posterior column?
1634993787658,`pPaGFSfM,1625307584571,1634993787,1260,,Where does the posterior column decussate? | Decussates at the level of the medulla&nbsp;,Where does the posterior column decussate?
1634993857606,"FB,1_/uoc^",1625307584571,1634993857,1260,,"From the motor cortex, the motor neurones will move through what structure? | Internal capsule&nbsp;<br><br><img src=""paste-b3f3ea11b121465d31158af08c90b122e991fb73.jpg"">","From the motor cortex, the motor neurones will move through what structure?"
1634993884635,vVu(r91}7r,1625307584571,1634994187,1260,,"With the corticospinal tract, the 1st order neurone will decussate where? | In the medulla&nbsp;<br><br><img src=""paste-b3f3ea11b121465d31158af08c90b122e991fb73.jpg"">","With the corticospinal tract, the 1st order neurone will decussate where?"
1634993913890,yF8sTk/`Iv,1625307584571,1634993913,1260,,"The second neurone for the corticospinal tract arises from where? | Anterior horn to the muscle&nbsp;<br><br><img src=""paste-b3f3ea11b121465d31158af08c90b122e991fb73.jpg"">",The second neurone for the corticospinal tract arises from where?
1634993944009,thT0teXdIp,1625307584571,1634993944,1260,,"In the anterior horn, which nerves are found there? | Motor nerves&nbsp;<br><br><img src=""paste-8029a8589180ccd83d30d042e5059ae579281297.jpg"">","In the anterior horn, which nerves are found there?"
1634993964774,OnnjY%hi9N,1625307584571,1634993964,1260,,"In the posterior horn, what nervees do you find there? | Senosry nervees (pain and temperature)&nbsp;<br><br><img src=""paste-a8794172c6a610d15381bb554ab59453f0bb8275.jpg"">","In the posterior horn, what nervees do you find there?"
1634994068933,A|JqcCNq2O,1625307584571,1634994068,1260,,"What is point 4 and what is point 6&nbsp;<br><br><img src=""paste-3e39c70cdc80c4743706f198ae0c79de9326ffc5.jpg""> | Point 4 - Spinothalamic tract&nbsp;<br>Point 6 - Corticospinal tract&nbsp;",What is point 4 and what is point 6  paste-3e39c70cdc80c4743706f198ae0c79de9326ffc5.jpg 
1634994106435,K/+lXsb+;+,1625307584571,1634994106,1260,,What does the Romberg test test for? | Proprioception - dorsal column problem&nbsp;,What does the Romberg test test for?
1634994590512,DCB]VSqmh&,1625307584571,1634994590,1261,,"The brainstem is made of what? | Midbrain&nbsp;<br>Pons&nbsp;<br>Medulla&nbsp;<br><br><img src=""paste-77781998e87eb5652bce701c774d4b7b1762d8f0.jpg"">",The brainstem is made of what?
1634994680211,eIg~~*Q]PD,1625307584571,1634994680,1261,,"If you have a section of the brain stem but there is no 4th ventricle, which area of the brain stem are you most likely looking at?&nbsp; | Midbrain&nbsp;<br><br><img src=""paste-9849976276f5bcf91222fe800b06f223e379be10.jpg"">","If you have a section of the brain stem but there is no 4th ventricle, which area of the brain stem are you most likely looking at? "
1634994731546,k&EI4zPfOZ,1625307584571,1634994731,1261,,"How to tell the difference between the pons and medulla when given a cross section? | Inferior olivary nucleus - has that weird shape&nbsp;<br><br><img src=""paste-9849976276f5bcf91222fe800b06f223e379be10.jpg"">",How to tell the difference between the pons and medulla when given a cross section?
1634994816757,x]U@fXF~6@,1625307584571,1634994816,1261,,"Main purpose of the red nucleus?<br><br>Problem when you getting a lesion?&nbsp; | Fine tuning of movements&nbsp;<br><br>Ataxia and fine tremor&nbsp;<br><br><img src=""paste-0cfdf295f9d72fc46eeee6059ca252cc300c17bd.jpg"">",Main purpose of the red nucleus?Problem when you getting a lesion? 
1634994874834,j:v*|zA_!z,1625307584571,1634994874,1261,,"In the midbrain cross section, what cranial nerve can you see? | Oculomotor nerve&nbsp;","In the midbrain cross section, what cranial nerve can you see?"
1634994978743,lhP=cLIr|y,1625307584590,1634994978,1261,,"60e26d046e094eeabd557415f2758f59-ao-1 |  | <img src=""tmpxccekj94.png"" /> | <img src=""60e26d046e094eeabd557415f2758f59-ao-1-Q.svg"" /> |  |  |  |  |  | <img src=""60e26d046e094eeabd557415f2758f59-ao-1-A.svg"" /> | <img src=""60e26d046e094eeabd557415f2758f59-ao-O.svg"" />",
1634994978744,oQm-THF@5|,1625307584590,1634994978,1261,,"60e26d046e094eeabd557415f2758f59-ao-2 |  | <img src=""tmpxccekj94.png"" /> | <img src=""60e26d046e094eeabd557415f2758f59-ao-2-Q.svg"" /> |  |  |  |  |  | <img src=""60e26d046e094eeabd557415f2758f59-ao-2-A.svg"" /> | <img src=""60e26d046e094eeabd557415f2758f59-ao-O.svg"" />",
1634994978746,wUnb^Y9&W#,1625307584590,1634994978,1261,,"60e26d046e094eeabd557415f2758f59-ao-3 |  | <img src=""tmpxccekj94.png"" /> | <img src=""60e26d046e094eeabd557415f2758f59-ao-3-Q.svg"" /> |  |  |  |  |  | <img src=""60e26d046e094eeabd557415f2758f59-ao-3-A.svg"" /> | <img src=""60e26d046e094eeabd557415f2758f59-ao-O.svg"" />",
1634994978747,d[7}@IlLk0,1625307584590,1634994978,1261,,"60e26d046e094eeabd557415f2758f59-ao-4 |  | <img src=""tmpxccekj94.png"" /> | <img src=""60e26d046e094eeabd557415f2758f59-ao-4-Q.svg"" /> |  |  |  |  |  | <img src=""60e26d046e094eeabd557415f2758f59-ao-4-A.svg"" /> | <img src=""60e26d046e094eeabd557415f2758f59-ao-O.svg"" />",
1634994978748,"r,+Rp8JJ53",1625307584590,1634994978,1261,,"60e26d046e094eeabd557415f2758f59-ao-5 |  | <img src=""tmpxccekj94.png"" /> | <img src=""60e26d046e094eeabd557415f2758f59-ao-5-Q.svg"" /> |  |  |  |  |  | <img src=""60e26d046e094eeabd557415f2758f59-ao-5-A.svg"" /> | <img src=""60e26d046e094eeabd557415f2758f59-ao-O.svg"" />",
1634994978749,CO4s03s<sH,1625307584590,1634994978,1261,,"60e26d046e094eeabd557415f2758f59-ao-6 |  | <img src=""tmpxccekj94.png"" /> | <img src=""60e26d046e094eeabd557415f2758f59-ao-6-Q.svg"" /> |  |  |  |  |  | <img src=""60e26d046e094eeabd557415f2758f59-ao-6-A.svg"" /> | <img src=""60e26d046e094eeabd557415f2758f59-ao-O.svg"" />",
1634995194585,M.GESwo)|S,1625307584571,1634995201,1261,,"With Parinaud's syndrome, it is due to what?&nbsp;<br><br>What key feature is there?&nbsp; | Pineal gland tumour&nbsp;<br><br>Vertical gaze palsy (can't look up)&nbsp;","With Parinaud's syndrome, it is due to what? What key feature is there? "
1634995267787,FfV7m5m%@7,1625307584571,1634995267,1261,,"With Parinaud's syndrome, since often due to enlargement of the pineal gland, what can it lead to? | Cerebral aqueduct obstruction - non communicating hydrocephalus&nbsp;<br><br><img src=""paste-8a65e4c30a4ca1d3858cbf739d657b97cc359b40.jpg"">","With Parinaud's syndrome, since often due to enlargement of the pineal gland, what can it lead to?"
1634995781123,ils*S1u^-~,1625307584571,1634995781,1261,,Eye turned out and down - CN affected? | CN III&nbsp;,Eye turned out and down - CN affected?
1634995793840,jeuMW4mnu.,1625307584571,1634995793,1261,,Eye unable to look down when looking towards nose? | CN 4&nbsp;,Eye unable to look down when looking towards nose?
1634995808820,wq1UeEIa3J,1625307584571,1634995808,1261,,Trigeminal CN5 deficit? | Ipsilateral facial sensory loss&nbsp;,Trigeminal CN5 deficit?
1634995837767,meZ6HwC^<;,1625307584571,1634995837,1261,,Abducens nerve deficit? | Ipsilateral eye abduction weakness&nbsp;,Abducens nerve deficit?
1634995848939,Pg*=Ddsxg-,1625307584571,1634995848,1261,,Ipsilateral facial weakness/droop CN? | Facial nerve&nbsp;,Ipsilateral facial weakness/droop CN?
1634995859882,sXO6~CeXy*,1625307584571,1634995859,1261,,Auditory CN8 deficit? | Ipsilateral deafness&nbsp;,Auditory CN8 deficit?
1634995889175,"Iz?,[VfSZJ",1625307584571,1634995889,1261,,Ipsilateral pharyngeal sensory loss? | CN 9&nbsp;,Ipsilateral pharyngeal sensory loss?
1634995898538,GSj{-$E}OE,1625307584571,1634995898,1261,,Ipsilateral palatal weakness?&nbsp; | CN 10&nbsp;,Ipsilateral palatal weakness? 
1634995908134,M^UCCWW+M-,1625307584571,1634995908,1261,,Spinal accessory nerve damage? | Ipsilateral shoulder weakness&nbsp;,Spinal accessory nerve damage?
1634995925676,As**s0Wf&],1625307584571,1634995925,1261,,Hypoglossal nerve deficit? | Ipsilateral weakness of tonuge&nbsp;,Hypoglossal nerve deficit?
1634995988924,z99#ZT+K:&,1625307584571,1634995988,1261,,"Which cranial nerves have motor nucli?<br><br>Where are they located?&nbsp; | 4CN divide into 12&nbsp;<br><br>III, IV, VI and XII&nbsp;<br><br>They are midline&nbsp;",Which cranial nerves have motor nucli?Where are they located? 
1634996045343,cO5I`WxKNe,1625307584571,1634996045,1261,,Rule of 4 for midline columns? | Motor nucleus&nbsp;<br>Motor pathway&nbsp;<br>MLF&nbsp;<br>Medial lemniscus&nbsp;,Rule of 4 for midline columns?
1634996064034,"n,J1ihf/2T",1625307584571,1634996064,1261,,Rule of 4 lateral columns? | Sympathetic&nbsp;<br>Spinothalamic&nbsp;<br>Sensory&nbsp;<br>Spinocerebellar&nbsp;,Rule of 4 lateral columns?
1634996097446,pvp+O$;(R~,1625307584571,1634996097,1261,,Damage tothe motor pathway? | Contralateral weakness<br>,Damage tothe motor pathway?
1634996109482,zT}-uM6mH?,1625307584571,1634996109,1261,,Damage to the medial lemniscus? | loss of contralateral proprioception and vibration&nbsp;,Damage to the medial lemniscus?
1634996123746,giP}A]@w-h,1625307584571,1634996123,1261,,Damage to the medial longitudinal fasciculus? | Ipsilateral INO&nbsp;,Damage to the medial longitudinal fasciculus?
1634996144967,n!c^lZ[pgT,1625307584571,1634996144,1261,,"Damage to the motor nucleus and nerve? | Ipsilateral CN motor loss (3,4, 6 and 12)&nbsp;",Damage to the motor nucleus and nerve?
1634996171088,pJ]q;rt4:=,1625307584571,1634996171,1261,,Damage to the spinocerebellar pathway? | Ipsilateral ataxia&nbsp;,Damage to the spinocerebellar pathway?
1634996178480,HU<T{9x;E9,1625307584571,1634996178,1261,,Damage to the spinothalamic pathway? | Contralateral pain/temp&nbsp;,Damage to the spinothalamic pathway?
1634996205617,"r{)%v9^`Q,",1625307584571,1634996205,1261,,Damage to the sympathetic pathway? | Ipsilateral Horner's syndrome&nbsp;,Damage to the sympathetic pathway?
1634996336046,"LfF>BQd_,q",1625307584571,1634996336,1261,,What causes the medial medullar syndrome? | Anterior spinal artery&nbsp;<br>,What causes the medial medullar syndrome?
1634996425020,t=recof0sK,1625307584571,1634996425,1261,,"Draw how we can go through the brain stem blood supply and the different cranial nerves&nbsp; | <img src=""paste-696d49f70c9f7fa447c365a73b66c4fc1b5db72a.jpg"">&nbsp;",Draw how we can go through the brain stem blood supply and the different cranial nerves 
1634996659577,fKxmYz7zM`,1625307584571,1634996659,1261,,"Teach me the rule of 4s&nbsp; | 4 midline columns - motor, MLF and medial lemniscus&nbsp;<br><br>4 lateral (side columns) - sympathetic, spinothalamic, sensory and spinocerebellar&nbsp;<br><br>divisible by 12 ones are medial&nbsp;<br><br><img src=""paste-3f79d4dbd92f033544139f12389e775bf51868a5.jpg"">",Teach me the rule of 4s 
1635009676631,o{4jqS4siz,1625307584571,1635009676,1265,,"Pyruvate metabolism to oxaloaceetate? | Think of the ox satay - requires pyruvate carboxylase - think of the cardboard box and also requires biotin hence the tin man there&nbsp;<br><br><img src=""paste-adf36779831031ab16c4ca97aa0b409ee9567f2e.jpg"">",Pyruvate metabolism to oxaloaceetate?
1635009692397,G~l@zF=ApC,1625307584571,1635009692,1265,,"Pyruvate to alanine is a what sort of reaction? | Transamination - think of the tratin&nbsp;<br><br><img src=""paste-adf36779831031ab16c4ca97aa0b409ee9567f2e.jpg"">",Pyruvate to alanine is a what sort of reaction?
1635009720517,"pM1snJ,)1%",1625307584571,1635009720,1265,,"For pyruvate to alanine, what is required?&nbsp; | Alanine transaminase - requires B6 as a cofactor&nbsp;<br><br>Think of the bundle of sticks&nbsp;<br><br><img src=""paste-adf36779831031ab16c4ca97aa0b409ee9567f2e.jpg"">","For pyruvate to alanine, what is required? "
1635009773433,uj_G8r0w~R,1625307584571,1635009773,1265,,"With the conversion of pyruvate to lactate, what is required | Think of the cow with three heads - lactate dehydrogenase&nbsp;<br><br>Unlighting the cigarette so NADH to NAD+&nbsp;<br><br><img src=""paste-adf36779831031ab16c4ca97aa0b409ee9567f2e.jpg"">","With the conversion of pyruvate to lactate, what is required"
1635009804999,x]>jhzHa=x,1625307584571,1635009804,1265,,"With the formation of acetyl CoA from pyruvate, what is required? | Just know that it is all the vitamins up to B5&nbsp;<br><br>B1, B2, B3 and B5&nbsp;<br>Thicc lips on this mans - so lipoic acid&nbsp;<br><br><img src=""paste-adf36779831031ab16c4ca97aa0b409ee9567f2e.jpg"">","With the formation of acetyl CoA from pyruvate, what is required?"
1635009851720,kRq{l[^Ce-,1625307584571,1635009851,1265,,"Therefore, overall fates of the pyruvate metabolism? | Think of the biotin man with the ox tings - oxaloacetate&nbsp;<br><br>Alanine - aloe vera&nbsp;<br><br>Lactate - cow with three heads&nbsp;<br><br>Cedar croquet - acetyl CoA&nbsp;<br><br><br><img src=""paste-adf36779831031ab16c4ca97aa0b409ee9567f2e.jpg"">","Therefore, overall fates of the pyruvate metabolism?"
1635010050975,PVyk/Q.eLH,1625307584571,1635010050,1265,,"Krabbe disease is a what sort of disease? | Lysosomal storage disease - think of the ice storage boxes in the background&nbsp;<br><br><img src=""paste-6615324d06459c5b578342864381f466884261f2.jpg"">",Krabbe disease is a what sort of disease?
1635010069857,"B3buA~K,wx",1625307584571,1635010069,1265,,"Inheritance pattern of Krabbe disease? | Autosomal recessive - think of the car in the background&nbsp;<br><br><img src=""paste-6615324d06459c5b578342864381f466884261f2.jpg"">",Inheritance pattern of Krabbe disease?
1635010105606,rV7fqDMtfD,1625307584571,1635010105,1265,,"In Krabbe disease, there is an accumulation of what? | Galactocerebroside - think of the brains in the galactic helmets&nbsp;<br><br>Psychosine - think of the crabs going psycho&nbsp;<br><br><img src=""paste-6615324d06459c5b578342864381f466884261f2.jpg"">","In Krabbe disease, there is an accumulation of what?"
1635010148211,CJ:CI>IbO`,1625307584571,1635010148,1265,,"Symptoms of Krabbe disease? | Think of the swimmer with the outfit on with lightning patches on the hands and feet - peripheral neuropathy&nbsp;<br><br>Optic atrophy - think of the eye patch&nbsp;<br><br><img src=""paste-6615324d06459c5b578342864381f466884261f2.jpg"">",Symptoms of Krabbe disease?
1635010164116,J.12-zS{KF,1625307584571,1635010164,1265,,"Krabbe disease in children? | Developmental delay - think of the turtle&nbsp;<br><br><img src=""paste-6615324d06459c5b578342864381f466884261f2.jpg"">",Krabbe disease in children?
1635010190397,1}m_Zm2FH,1625307584571,1635010190,1265,,"Cell seen in Krabbe disease? | Think fo the globe in the guys hand - globoid cells&nbsp;<br><br><img src=""paste-55c9c29d723f1d2edaac91edf9a9337ce613b86f.jpg"">",Cell seen in Krabbe disease?
1635010574603,"mK5?6WK,{2",1625307584571,1635010625,1265,,"In Hurler and Hunter syndrome, there is an accumulation of what?&nbsp; | Mucopolysaccharides - think fo the mucous covering the sugar&nbsp;<br><br>Dermatan sulfate and heparan sulfate - think of the deer man and hair pins&nbsp;<br><br><img src=""paste-23a2fbf3c385d7d69f649b0719d05590e9014b4f.jpg"">","In Hurler and Hunter syndrome, there is an accumulation of what? "
1635010672044,Bf.Mf#El(X,1625307584571,1635010672,1265,,"Deficiency of alpha L iduronase? | Hurler syndrome - think of hte L sign and the spiltting of hte eye&nbsp;<br><br><img src=""paste-23a2fbf3c385d7d69f649b0719d05590e9014b4f.jpg"">",Deficiency of alpha L iduronase?
1635010717236,Dm~AqDx4IH,1625307584571,1635010717,1265,,"Features unique to Hurler syndrome? | Corneal clouding - think of the hurler having difficulty seeing in the fog&nbsp;<br><br>THink of the gargoyl above - coarsening of facial features&nbsp;<br><br><img src=""paste-23a2fbf3c385d7d69f649b0719d05590e9014b4f.jpg"">",Features unique to Hurler syndrome?
1635010737379,k2rMgp6JtM,1625307584571,1635010737,1265,,"Hurler syndrome in children? | Think of the turtle - developmental delay&nbsp;<br><br><img src=""paste-23a2fbf3c385d7d69f649b0719d05590e9014b4f.jpg"">",Hurler syndrome in children?
1635010770670,oKRDT9(}v%,1625307584571,1635010770,1265,,"Hunter syndrome difference to Hurler syndrome? | Think about hunter being able to see - no corenal clouding&nbsp;<br><br>Aggressive behaviour - shooting&nbsp;<br><br><img src=""paste-23a2fbf3c385d7d69f649b0719d05590e9014b4f.jpg"">",Hunter syndrome difference to Hurler syndrome?
1635010805022,mhE(<~3-*i,1625307584571,1635011080,1265,,"Hunter syndrome inheritance? | Think of the X - rip&nbsp;<br><br>X linked recessive<br><br><img src=""paste-23a2fbf3c385d7d69f649b0719d05590e9014b4f.jpg"">",Hunter syndrome inheritance?
1635010822307,QM%-?:#487,1625307584571,1635010822,1265,,"Inheritance of hurler syndrome? | Think of the smart car - autosomal recessive&nbsp;<br><br><img src=""paste-23a2fbf3c385d7d69f649b0719d05590e9014b4f.jpg"">",Inheritance of hurler syndrome?
1635097024862,Imb]X=Rf5s,1625307584571,1635097024,1273,,"With hypothesis testing, we are looking at what about the observed study findings? | Whether they are real or due to chance&nbsp;<br><br><img src=""paste-e6012cacd1f20f080bc58d0d77c961b5a33faaf8.jpg"">","With hypothesis testing, we are looking at what about the observed study findings?"
1635097186341,Bop7mZP?uq,1625307584571,1635097186,1273,,"The magnitude of difference has what effect in the hypothesis testing? | Influences the likelihood that the difference between the means is due to chance&nbsp;<br><br><img src=""paste-e496247d94e19ce789ae018e25fc20617e8821a7.jpg"">",The magnitude of difference has what effect in the hypothesis testing?
1635097283141,"lu&h.#;,5P",1625307584571,1635097283,1273,,"With hypothesis testing, what are the two potential hypotheses? | 1. Null hypothesis - no difference between the two groups&nbsp;<br><br>2. Alternative hypothesis - there is a difference between the two groups&nbsp;<br><br><img src=""paste-ad7253455ce0b68cf2a93dcaeabea54fccec6fc8.jpg"">","With hypothesis testing, what are the two potential hypotheses?"
1635097433737,n<H]qR~z3(,1625307584571,1635097433,1273,,"What is power in hypothesis testing? | Chance of detecting a difference&nbsp;<br><br><img src=""paste-4c26073688b851ee34da5f2d576b1f82d10a94e9.jpg"">",What is power in hypothesis testing?
1635097471157,FYh(F_bl:!,1625307584571,1635097471,1273,,"What is an alpha error? | Chance of seeing difference that is not real&nbsp;<br><br>So in that table - reality is H0 but experiment is H1&nbsp;<br><br><img src=""paste-62f71952b13bdf242731c71bfdc2b96c0cf71513.jpg"">",What is an alpha error?
1635097495672,rg4{Za%}9O,1625307584571,1635097495,1273,,"What is a beta error? | Chance of missing a difference if there is one&nbsp;<br><br><br><img src=""paste-62f71952b13bdf242731c71bfdc2b96c0cf71513.jpg"">",What is a beta error?
1635097518838,jXlKEdmPGk,1625307584571,1635097518,1273,,"Draw out the hypothesis testing table for the reality and experiment?&nbsp; | <img src=""paste-7f8a4820d5bb72579a532137bd344de14afaabab.jpg"">",Draw out the hypothesis testing table for the reality and experiment? 
1635097607371,Pu;X3k]6Zj,1625307584571,1635097607,1273,,"What is the usual p value we use to reject the null hypothesis? | If p &lt; 0.05&nbsp;<br><br><img src=""paste-3629cd4747468f651b78329ac09e8d38bb3357be.jpg"">",What is the usual p value we use to reject the null hypothesis?
1635097636344,KE4B=2HpXJ,1625307584571,1635097657,1273,,What dos p = 0.05 actually mean? | 5% cahnce that the null hypothesis is correct&nbsp;<br><br>So if less than this - likely that it is not due to chance&nbsp;,What dos p = 0.05 actually mean?
1635097802568,oyz%:OH5LM,1625307584571,1635097802,1273,,"The p value and what set by the study design are similar? | Alpha - should be less than 0.05&nbsp;<br><br><img src=""paste-469e4479a1774a4957c911236c9fe270f69a7e5b.jpg"">",The p value and what set by the study design are similar?
1635097851285,jMW;DdFm!h,1625307584571,1635097851,1273,,"The power of a study is also known as what? | Rejecting the null hypothesis&nbsp;<br><br><img src=""paste-219fe62b4fb6e688e715cc28af92a104680bc235.jpg"">",The power of a study is also known as what?
1635097906852,je(.w-T!f4,1625307584571,1635097906,1273,,"How can you increase the power of a study? | Increasing the sample size&nbsp;<br><br><img src=""paste-b6239a279611d13f46fff650f9e58d62f8cf81a7.jpg"">",How can you increase the power of a study?
1635109003228,un%6F)s;VJ,1625307584571,1635109003,1273,,"What is a type I (alpha) error? | False positive - reality is H0 but experiment is H1&nbsp;<br><br><img src=""paste-f341f64c21e05b4970067f53873578e4b1dc2549.jpg"">",What is a type I (alpha) error?
1635109050242,iB%>hhQqB4,1625307584571,1635109119,1273,,"What are type I errors due to? | Type I - so basically false positive - most of the time due to chance&nbsp;<br><br>Can remove this by repeating the studies&nbsp;<br><br><br><br><img src=""paste-87c42facb7996572294f60ac3233df5fbb207dae.jpg"">",What are type I errors due to?
1635109177488,":KD!R^,Nc",1625307584571,1635109177,1273,,"What is a type 2 error? | False negative - when there is no difference but there is one in reality&nbsp;<br><br><img src=""paste-6cc1a1dd57aa5301aef5d8e081f9de516eeb758b.jpg"">",What is a type 2 error?
1635109279503,mXpBIlNcaT,1625307584571,1635109309,1273,,"Common cause of type 2 error?&nbsp; | Too few patients&nbsp;<br><br>Need to have enough patients to have a sufficient power&nbsp;<br><br><img src=""paste-633a85be183684aaf72293e468dbaa3b0d6f4f9c.jpg"">",Common cause of type 2 error? 
1635146966872,x6q6Fr1cHZ,1625307584571,1635146966,1277,,"With a cross-sectional study, what are identified at the same time? | Frequency of the disease and the risk factors identified&nbsp;<br><br><img src=""paste-58e20d6463c4d11d5e8e965444230dd7aec84235.jpg"">","With a cross-sectional study, what are identified at the same time?"
1635146985962,xq=9k?ha]=,1625307584571,1635146985,1277,,"Cross sectional study in terms of follow up? | Only taken once - snapshot in time&nbsp;<br><br><img src=""paste-58e20d6463c4d11d5e8e965444230dd7aec84235.jpg"">",Cross sectional study in terms of follow up?
1635147010697,dt&o/o$:4w,1625307584571,1635147010,1277,,"What is the main outcome of a cross-sectional study? | Prevalence&nbsp;<br><img src=""paste-58e20d6463c4d11d5e8e965444230dd7aec84235.jpg"">",What is the main outcome of a cross-sectional study?
1635147055869,ic]Ao]9H+2,1625307584571,1635147090,1277,,"What is the major disadvantage of cross sectional studies? | Can't determine causal relationships&nbsp;<br><br>i.e you usually look at groups and look at prevalence of smoking and prevalence of lung cancer but would not link the two together&nbsp;<br><br><img src=""paste-ecce87d911830e606dfa2210ddff87562fcfea06.jpg"">",What is the major disadvantage of cross sectional studies?
1635147154299,zUSz.zydhT,1625307584571,1635147154,1277,,"What likely indicates that a study is a cross sectional study? | If there is an absence of a time period and they are measuring prevalence&nbsp;<br><br><img src=""paste-825d7d4bd1da8b401dfa3bd1586e5d098feca7a3.jpg"">",What likely indicates that a study is a cross sectional study?
1635147257497,tIRj`z8o!U,1625307584571,1635147257,1277,,"In cross sectional studies, the participants are selected since they are part of a what? | Part of a group&nbsp;","In cross sectional studies, the participants are selected since they are part of a what?"
1635147312989,O|E#aH;n:6,1625307584571,1635147312,1277,,"With case series, whta is it? | Multiple cases of a condition combined - for newe diseases with unclear cause&nbsp;<br><br><img src=""paste-dbc121b89add8b51b900fd68534f7139b177f243.jpg"">","With case series, whta is it?"
1635147359086,"j,o_6nk=xt",1625307584571,1635147359,1277,,What are descriptive studies? | Describe what is going on in a moment in time and don't evaluate people over a period of time&nbsp;,What are descriptive studies?
1635147386296,cy?S+M?mv#,1625307584571,1635147386,1277,,What are the different types of descriptive studies? | Case report&nbsp;<br>Case series&nbsp;<br>Cross sectional studies&nbsp;,What are the different types of descriptive studies?
1635147441902,mw!j>ExOVG,1625307584571,1635147441,1277,,"With cohort studies, you are comparing what groups? | Groups with exposure and groups without the exposure&nbsp;<br><br><img src=""paste-66ad692b2ad97ea0d2ae034d4c5d60e0ad7fb6cf.jpg"">","With cohort studies, you are comparing what groups?"
1635147490785,t#4&#PZypE,1625307584571,1635147490,1277,,"With a cohort study, the main outcome measure is what? | Relative risk (RR)&nbsp;<br><br><img src=""paste-d0b76e752d0d00da221152f6d75baa52bc6f6f45.jpg"">","With a cohort study, the main outcome measure is what?"
